,text_pl,text_en
353,świeże umyte pęki marchwi przekaz pozytywny prozdrowotny spożycie marchwi przez dziecko oraz osobę dorosłą zwrócenie uwagi na pyszny smak który wszystkim pasuje marchew która jest świeża i zachęca wyglądem do zjedzenia może być spożywana przez rodzinę tak aby podkreślić iż niezależnie od wieku marchew jest korzystna dla zdrowia spożywanie marchwi ma wiele korzyści zdrowotnych,Fresh washed bunches of carrots message of positive health-promoting consumption of carrots child and adult attention to the delicious taste that fit all carrots which is fresh and encourages appearance to eat can be consumed by the family in order to emphasize that regardless of the age of carrots it is beneficial to health eating carrots It has many health benefits
354,marchew informacyjny prezentacja produktu zaprezentowanie jak uprawiana jest marchew zdrowe odżywianie ekologiczne uprawy,carrots informative presentation product presentation as grown carrots healthy eating organic crops
355,nic marchew jest złym wyborem przykładu do reklamowania wynika to z faktu że producent nie ma bezpośredniego wpływu na produkt końcowy wyrośniętą marchewkę,nothing carrot is a bad example to advertise the choice is due to the fact that the manufacturer has no direct effect on the final product leavened carrots
356,marchewke że jest zdrowa i ekologiczna akcenty humorystyczne zwiazane z marchewka żartobliwe nawiazanie do marchewek zdrowotnosc informacje o witaminach jedzeniu warzyw,carrot that is healthy and ecological humorous accents associated with carrot carrots playful reference to the effect have information on vitamins eating vegetables
357,krolika jedzacego marchewke ze jest zdrowa krolik je marchewke krolik je marchewke nie wiem,rabbit eating a carrot with them is a healthy rabbit carrot rabbit carrot them do not know
358,dlaczego warto ją kupić w jakiej jest cenie jest zdrowa i tania była zabawna animowana fajną grafikę jest zdrowa,Why buy it at a price which is healthy and inexpensive was funny animated graphics cool is healthy
359,na reklamach marchwi chciałabym zobaczyć farmę na której rosną prawdziwe zdrowe marchewki przekaz miałby być pozytywny miałby pokazywac prawdziwe środowisko marchwi zbieranie marchwi przez rolnika  prawdziwe niezmodyfikowane marchewki rosnące na polu marchewki są zdrowe,ads on carrots would like to see the farm on which they grow a real healthy carrot would be a positive message would show the real environment to collect carrots carrot farmer's real unmodified carrots growing in the field of carrots are healthy
360,szczęśliwych rolników marchew że warto jeść marchew bo jest zdrowa  hodowanie i oporządzanie marchwi jakieś ładne rzeczy zrobione z marchwi  na co wpływa jedzenie marchwi na co pomaga itp,"happy carrots that farmers should eat carrots because it is healthy carrot breeding and grooming some nice stuff made of carrots on what influences the eating carrots helps, etc."
361,no w sumie marchewkę jak na polu fajnie rośnie i ktoś ja wyrywa i jest taka super świeża marchewka i zdrowa taki ze marchew jest bardzo zdrowa i smaczna  wyrywanie świeżej marchewki następnie krojenie a potem duszenie lub gotowanie i jedzenie jej i w sumie moglobyc tak ze rodzina robi obiad z marchewka i przy okazji dla smieszkow podjadają marchew surowa która również jest smaczna i zdrowa  co zawiera marchew jakie witaminki oraz co poprawia w naszym zdrowiu i życiu w sensie fajnie żeby to był taki diagram kołowy z tym co zawiera i wgl ze ogólnie rzecz biorąc warzywa są spoko i ze powinnismy je jeść ale oczywiście razem z mięskiem i ze marchew jest fajna pozdrawiam i powodzenia życzę w doktoracie,"no total carrot for the fun grows and someone I pulls out and is the great fresh carrots and healthy so the carrot is very healthy and tasty plucking fresh carrots then slicing and then braising or cooking and eating her and a total of moglobyc so the family does dinner the carrot and the occasion for smieszkow podjadają carrots raw which is also tasty and healthy which includes carrots which witaminki and improving our health and life in the sense of fun that it was such a pie chart of the contents and peeking with the general vegetables are cool and that we should eat them but, of course, with the carrot of town and is fun greet and wish you success in doctoral"
362,krolika jedzącego marchewkę  promocje zdrowego odżywiania  coś uroczego co przyciągnęłoby głównie uwagę dzieci które w tych czasach są coraz częściej otyłe  krolika  miałyby zachęcać młodzież do zdrowego odżywiania aby jadły one owoce i warzywa zamiast słodyczy i fastfoodow,rabbit eating carrots healthy eating promotions charming something that would attract the attention of children mainly that these days are increasingly obese rabbit would encourage young people to healthy eating that they ate fruits and vegetables instead of sweets and fast foods
363,ludzi jedzących marchewki powinna przekazywać informacje o wartościach odżywczych marchewki do rodziny przychodzi duży królik który krótko mówi dlaczego marchewki są zdrowe i częścieje marchewkami cała rodzine wszyscy się uśmiechają i delektują się marchewkami rodzinę z dziećmi siedzącymi przy stole dużego królika  warto jest marchew dla zdrowia,people eating carrots should provide information on the nutritional carrot family comes to big rabbit who speaks briefly why carrots are healthy and parts carrots whole family everyone smile and enjoy some carrots family with children sitting at the table is worth a big rabbit a carrot for health
364,marchew i jej miejsce uprawy są z zaufanego źródła uprawiane naturalnie  pokazanie farmy zbliżenia na marchew  rolników dbających o uprawę  zdrowe odżywianie się dbanie o swoje zdrowie,carrots and its place of cultivation are a trusted source of naturally grown farm show on the approximation of the carrot crop farmers who care about healthy eating is taking care of your health
365,elementy z kreskówek bajek w połączeniu z rzeczywitością dwa światy promowanie zdrowej żywności podnoszenie świadomości odbiorcy odnośnie jedzenia owoców swego rodzaju rozmowa pomiędzy marchewką a odbiorcą reklamy docelowy nabywca produktu z marchewek oraz osobista rekomendacja właściciela ogrodu z marchewkami  na wzór reklamy hipp gdzie właściciel ręczy swoim nazwiskiem jakaś ciekawostka związana z marchewkami  element który utkwi w pamięci i będzie można się nim podzielić choćby ze znajomymi  promowanie zdrowego trybu życia i właściwego sposobu odżywiania się wskazanie na wartości odżywcze marchewek,"elements of the cartoon fairy tales combined with rzeczywitością two worlds promote healthy foods raise awareness of the recipient's about eating fruits kind of conversation between the carrot and the recipient of advertising target buyer of the product with carrots and personal recommendation of the owner of the garden with carrots on the model of the ad hipp where the owner vouches his name a curiosity associated with carrots elements that will stick in the memory, and you can even share it with friends to promote a healthy lifestyle and proper diet is an indication of the nutritional value of carrots"
366,marchew przedstawiać zalety i wady jakie niesie ze sobą spożywanie marchwii oraz pomysły na jej wykorzystanie cenne byłyby wskazówki skąd wziąć dobra marchew na co zwracać uwagę najważniejsza w reklamie jest prawda a nie koloryzowanie rzeczywistości praktyczne porady marchewkowe powinna się skupić na tym warzywie  przy okazji mogłaby promować zdrowy tryb życia,carrot present advantages and disadvantages posed by the consumption of carrot and ideas for its use would be of tips where to get a good carrot on what to pay attention to the most important thing in advertising is the truth and not the exaggeration of reality practical advice carrot should focus on a vegetable by the way could promote healthy lifestyle
367,jej dobry wplyw na zdrowie fajnie jakby była to zdrowa młoda marchew która jest atrakcyjna pod względem wyglądu kolor wielkość  promujący dobre wartości jak zdrowie odżywianie stawianie na produkty z kraju trzeba przedstawić marchew w swoim naturalnym środowisku jako miejsce w którym jej przygoda się rozpoczyna następnie gdzie wędruje co się z nią dzieje trafia do szkół restauracji biurowców szpitali trzeba ukazać marchew jako coś ważnego i potrzebnego   tak jak w  wędrówkę marchwi od pola az na talerz gdzie daje radość z jej jedzenia zaangażowaniepraca na poluw ogrodzie zdrowie jako pożywne warzywo pełne wartości odżywczych mający wielki wplyw na np wzrok radość radość z jedzenia promowanie eksperymentów kulinarnych wspólne gotowaniedzielenie się radością poprzez wykonywanie wspólnych czynności związanych z marchwią i wspieranie rolników z kraju wybieranie polskich produktów,its a good effect on the health of cool if it was a healthy young carrot that is attractive in terms of the appearance of the color size that promotes good values ​​as health nutrition putting the products in the country must be presented to a carrot in its natural environment as a place where the adventure begins then where he goes every happening to her goes to school restaurant office hospitals need to show the carrot as something important and necessary as in the transmigration of carrots from the field and from the plate where it is a joy with her food zaangażowaniepraca on poluw garden health as a nutritious vegetable full of nutritional value having a great influence on such eyes joy joy of eating to promote culinary experiments gotowaniedzielenie shared the joy by performing common tasks associated with carrots and supporting farmers from the country dialing Polish products
368,ass hshah jshsh shsh marchewska,ass hshah jshsh SHSH marchewska
369,marchew i sposób jej produkcji informować o zaletach jedzenia marchwi oraz informować o jej składnikach  spokojne opowiadanie graficzny sposób przedstawienia jej zalet prosty sposób na przyrządzenie marchwi bez sztucznej wesołej rodzniki ona jest irytująca powinna zachęcać do zdrowego trybu życia i jedzenia ogólnie warzyw,carrots and method of its production to inform about the benefits of eating carrots and communicate its ingredients quiet story graphic representation of the advantages of a simple way to cook a carrot without artificial cheerful rodzniki she is annoying should encourage a healthy lifestyle and eating vegetables in general
370,stragan z warzywami że jest zdrowa aby ludzie jedli marchew zwykłych ludzi kupujących marchew że marchew jest zdrowa i smaczna,vegetable stall that is healthy for people to eat carrots ordinary people buying carrot carrots that is healthy and tasty
371,chrupiące marchewki z wieloma innymi warzywami że warto je jeść że są świetnym smacznym zdrowym składnikiem do wielu dań że można z nich zrobić zarówno dania na słono jak i desery były przedstawione jej zalety oraz smaczne i proste dania z marchwią w roli głównej miła uśmiechnięta osoba przedstawiająca nam pozostałe odp jej różnorodne zastosowanie zawartość witamin jak np c i k zdrowie i niskokaloryczność,"crunchy carrots and many other vegetables that should be eaten that are a great tasty healthy ingredient for many dishes that you can make of them both dishes savory and desserts were presented the advantages and delicious and simple dishes with carrots starring nice smiling person presenting us other replies the use of various vitamins, such as health and low calorie cik"
372,pole marchewki informacje dotyczące witamin zawartych w marchwi chciałabym widziec jak rolnik dba o swoje plony wyrwanie marchwi z ziemi aby w codziennej diecie nie zapominać o warzywach,"field carrots information on vitamins contained in carrots, I would like to see you as a farmer takes care of his crops from the ground breaking carrots in your daily diet to not forget about vegetables"
373,dobre działania marchwi na organizm człowieka zachęcający do kupna  coś śmiesznego  ludzi zastanawiających się nad zakupem i ostatecznie wypowiedz człowieka który się zna na tym patrz odp,"good action on the human body carrot to encourage people to buy something funny reflecting on the purchase and eventually say a man who knows about this, see Reply"
374,piękno natury  jej zdrowy wpływ na człowieka  ukazane jej walory fizyczne i smakowe  marchewnatura sok marchwiowy zdrowie natura piękny wygląd,"the beauty of nature, its healthy impact on the human qualities shown her physical and taste marchewnatura carrot juice health nature beautiful look"
375,króliki marchew to zdrowie króliki zjadające marchew  animacje zdrowe zycie,rabbits carrots is healthy-eating rabbits carrots animation healthy life
376,marchew zaznaczenie jej obecności we właściwej diecie  widoczność zbioru marchwii   promocje zdrowia,carrots selecting it in the presence of a proper diet visibility carrot harvest health promotion
377,cykl życia marchwi  pokazująca zdrowy tryb życia  pokazany cykl od siewu do produktów tworzonych z marchwi  wartości wizulanemanualne jakie możemy obserwować po regularnym jej jedzeniu  zdrowy tryb życia korzyści z jedzenia,showing the life cycle of the carrot shown a healthy lifestyle cycle from sowing to the products created from carrots value wizulanemanualne we can observe the regular eating her healthy lifestyle benefits of eating
378,piękne warzywa szczęśliwych ludzi którzy je jedzą żyj zdrowo jedzenie marchwi uśmiechniętych ludzi żyj zdrowo jedz zdrowo,beautiful vegetables happy people who eat them live healthy eating carrots smiling people live healthily eat healthily
379,ogródek z grządkami a w nich posadzone marchwie może jakieś ładne wiejskie widoczki i troskliwy ogrodnik  przekaz powinien zawierać cenę informacje skąd pochodzą marchwie oraz czy są z ekologicznej uprawy lub czy mają po prostu certyfikaty najpierw widok na uprawę ładne widoczki później ogrodnik który podlewa swoje marchwie a następnie wyciąga jedną z nich z radością na twarzy i miłością w oczach do swoich roślin d duuużo zieleni i ładne grządki również ładne kadry i nasycone kolory  chociażby to że trzeba jeść marchwie bo są zdrowe zawierają cenne dla nas związki oraz mogą stanowić zdrową przekąskę dla dzieci również taka reklama mogłaby zachęcać do wspierania lokalnych rolników,garden with rows of and in them planted carrots maybe some nice rural widoczki and attentive gardener message should contain price information where they come from carrots and whether they are from organic cultivation or whether they are simply certificates first view of the growing nice widoczki later gardener who waters his carrots and then pulls out one of them with joy on his face and love in the eyes of their plants d eating lots of greenery and nice flowerbeds also nice staff and saturated colors even if it is that you need to eat carrots because they are healthy contain valuable for us compounds and can provide a healthy snack for kids also such advertising could be encouraged to support local farmers
380,jej naturalne warunki dojrzewania to że jest smaczna zdrowa bez chemii i różnych ulepszaczy sposób w jaki jest wykonywany zbiór marchwi aby było pokazane miejsce w którym ona zostala zebrana naturalne zielone piękne otoczenie zdrową ładna marchew że warto zakupić marchew ze względu na jej naturalność smak i wartości odżywcze,its natural ripening conditions is that it is tasty healthy without chemicals and various enhancers way it is performed a set of carrots to be shown the place where it was harvested natural green and beautiful surroundings healthy pretty carrot that it is worth to buy carrots because of its natural taste and nutritional value
381,historie mające przesłanie lub którtkie zabawne scenki mogłaby oprócz reklamy nieść szerszy przekaz np o problemach głodu na świecie marnnowiu żywnośi lub ekologiczny zabawne scenki lub wzruszające historie w których reklamowana marchew będzie pojawiała się epizodycznie coś zaskakującego dbanie o drugiego człowieka i planetę,stories having to send or shortform funny scenes in addition to advertising could bring a broader message about problems such as world hunger or ecological marnnowiu żywnośi funny or touching scenes stories which will be advertised carrots appeared episodically something surprising taking care of other people and the planet
382,marchew marchew jest zdrowa i smaczna ma także wiele zastosowań w gastronomii gotowanie jedzenie marchew witaminy i zdrowie,carrots carrots is a delicious and healthy has many applications in food gastronomy cooking carrots vitamins and health
383,dinozaury marchew była od zawsze na świecie diplodok zjada ciężarówkę marchwi jakieś latające dinozaury próbują mu podkraść marchew znak ekodino i coś śmiesznego zapadającego w pamięć jedz marchew będziesz wielki,carrots dinosaurs has always been the world's Diplodocus eats carrot truck some flying dinosaurs are trying to sign him to sneak carrots ekodino something funny and memorable eat carrots will be great
384,świeże marchewki mogłyby być opryskane wodą dla lepszego wrażenia dobre nasłonecznienie w pokoju warto jeść warzywa w tym marchewki mają dużo witamin itd a jeśli nie lubimy marchewek w ich pierwotnym stanie to można zrobić np ciasto marchewkowe wspomaganie małych biznesówludzi na bazarach krojenie marchewek przegryzanie z chrupnięciem i może ujęcie tego ciasta jako przykład można też zamiast tego zrobić bardziej emocjonalną reklamę marchewek jak robiło allegro i pokazać jakieś starsze panie sprzedające marchewki ale jednak nikt ich nie kupuje aż pojawia się główny bohater który kupuje te marchewki i dzięki temu on ma fantastyczny posiłek  promowanie naturalnych upraw a te panie są szczęśliwe i mają pieniążki na życie ładne estetyczne ujęcia marchewek i wszystko dobrze oświetlone by sprawiało że mam ochotę zjeść w tym momencie marchewki zdrowy styl życia naturalneniechemiczne uprawy szczęście innych,"fresh carrots could be sprayed with water for better feel good sunshine in the room worth eating vegetables including carrots have a lot of vitamins, etc. and if you do not like sticks in their original condition it can be done, for example carrot cake support small biznesówludzi bazaars slicing carrots a snack with crunch and can shot this cake as an example or you can instead do more emotional advertising carrots as did Allegro and show some old ladies selling carrots but still no one buys until there is the main character who buys these carrots and thus he has a fantastic meal promoting natural crops and these ladies are happy and have a nice life coins aesthetic shots of carrots and well-lit everything that made me want to eat at this moment carrots healthy lifestyle naturalneniechemiczne growing happiness of others"
385,miejsce uprawy i wiarygodny wygląd marchwi  promocja zdrowia  pokazanie faktycznego wyglądu oraz działania miejsca uprawy produkcji i dalszej obróbki produktu  przedstawienie pól uprawnych zalety spożycia marchwi  witaminy można dostarczać z tego produktu a nie z wyrobów farmaceutycznych,the place of production and reliable appearance carrots health promotion show actual actions and growing place of production and further processing of the product to provide the advantages of farmland carrot vitamin intake can be delivered from this and not from the pharmaceutical products
386,marchew jakie wartości odżywcze zawiera plusy jedzenia marchwi  marchew przygotowywana no różne sposoby ścierana krojona itp  pokazane witaminy i wartości odżywcze np na wykresie kołowym idea tego że warzywo jako przekąska jest modne  oraz że ma dużo plusów,"carrots which contain nutritional pluses eating carrots carrots prepared in various ways well abraded cut like shown in vitamins and nutrients such as a pie chart that the idea of ​​this vegetable as a snack is fashionable, and that has a lot of pluses"
387,animowanewesołe marchewki poważnerolników uprawiających te marchewki ogólnie ten proces  w zależności od nadawcyreklama sklepumarkifarmy lub zachęcenie do jedzenia marchwi z powodów zdrowotnych  ładne kadry i przyjemny głos lektora  marchew i procesy rolnicze  pozytywny wpływ na zdrowie wynikający z jej jedzenia wspieranie polskich rolników szacunek do przyrodynatury szacunek do pracy drugiego człowieka,animowanewesołe carrots poważnerolników practicing these carrots in general this process depending on the nadawcyreklama sklepumarkifarmy or encourage eating carrots for health reasons a nice staff and a pleasant voice-over carrots and processes agricultural positive effect on health resulting from its food to support Polish farmers respect to przyrodynatury respect for the other's work human
388,najlepszy byłby królik bugs ze marchwie są dobre i zdrowe krolik bugs jedzący marchew  jak królik bugs je marchewkę  fajnie by było jakby ona uderzyła w gronie dzieci aby lepiej się odżywiały,the best would be a rabbit with carrots bugs are good bugs and healthy rabbit eating carrots like Bugs Bunny carrots it would have been nice if she hit among children to better nourish
389,zadbane warzywa wyhodowane z pasją do rolnictwa  powinna sprawiać że zechcę kupić worek marchewek  pokazanie procesu zbioru marchwi wraz z monologiem rolnika  dorodne marchewki pasję zdrowy tryb życia miłość do warzyw,neat vegetables grown with a passion for agriculture should make that I want to buy a bag of carrots and carrot harvesting process show with a monologue handsome carrot farmer passion for a healthy lifestyle love for vegetables
390,głównie marchew może dzieci jej towarzyszące bo w sumie to je ciężko przekonać do warzyw raczej pozytywny albo taki spokojny powinna albo zachęcac do jedzenia marchwi albo pokazywać dlaczego marchew jest potrzebna głównym bohaterem jest marchew więc powinna stale zajmować plan mogłyby jeść ją dzieci w przerwie os zabawy można by ją obierać myć albo coś takiego radosne dzieci które tę marchew jedzą w głównej mierze powinna iść za tym idea zdrowia człowieka że należy ją jeść itd,"mainly carrots can her children accompanying because all it it hard to convince vegetables rather positive or a quiet should either encourage eating carrots or show why the carrot is needed main character is a carrot so it should continuously engage plan could eat her children during a break os fun can to wash the peel or something joyful children who eat this carrot should mainly go for the idea of ​​human health that it should eat, etc."
391,przygotowanie marchwi  przykładowe propozycje podania przykładowe propozycje podania przykładowe propozycje podania wartości z jedzenia,sample preparation carrots proposals provide examples of proposals giving examples of proposals to specify the value of food
392,chciałabym oglądać przede wszystkim drogę jaką pokonuje marchew czyli od jej zasiania do trafienia do sklepu  ukazanie wartości odżywczych marchwi  animacje marchewki i rolników opowiadające o jej właściwościach  rolników  zdrowe odżywianie,"I would like to see above all, the way he overcomes the carrot that is, from the planting to hit store show the nutritional value of carrots and carrot farmers animated telling of its properties farmers healthy eating"
393,jakieś statystyki zdrowotne marchew jest zdrowa i bogata w wit a ludzie jedzący marchew jakieś porównanie jedzenia warzyw vs rz czy niezdrowych prozdrowotne oczywiście,some health statistics carrots is healthy and rich in wit and some carrot eaters eat vegetables comparing government vs. unhealthy or health-related course
394,marchew produkty z niej stworzone  zastosowanie zalety spożywania  ukazanie marchwi od ziarna do gotowego produktu  drogę marchwi od zasiania do naszej kuchni zdrowotne zachęcać do jedzenia marchwi,carrot products created with the use of the benefits of eating carrots show from the grain to the finished product from planting carrots way to our kitchen to encourage health eating carrots
395,sławne osoby jedzące marchewki żeby warto było jeść marchewki  wymienianie dużo zalet marchewek  sławnych ludzi promowanie zdrowego stylu życia,famous carrot eaters to eat carrots was worth exchanging a lot of advantages carrots famous people promoting healthy lifestyles
396,opowieść o tym jakie wartości ma spożywanie marchwi wartości witamin itp  wypowiedź eksperta różne odmiany marchwi uprawy jej w polsce  wartości odżywcze matchwi,"the story of what value is the value of eating carrots vitamins, etc. speech expert different varieties of carrots growing in Poland its nutritional value matchwi"
397,króliki robiące sok z marchwi w sokowirówkach przekaz prosty nieskomplikowany niegłupi  w przypadku reklamy telewizyjnej odbiorcami są głównie starsi  no robią sobie sok piją i robią się potężne że mogą góry przenosić  łagodny klimat polanka słońce świeci jak w reklamach almette sok własnej roboty jest zdrowszy i bardziej ekologiczny,rabbits making carrot juice in a simple uncomplicated message juicers stupid in the case of television advertising customers are mainly the elderly do not make a juice drink and make a powerful they can move mountains mild climate clearing as the sun shines in advertisements Almette homemade juice is healthier and greener
398,ekologiczne zdrowe wiejskie życie sielanka musiałaby budzić moje zaufanie że marchew jest uprawiana w sposób zrównoważony  pokazanie w jaki sposób marchew jest uprawiana pola wieś chciałabym zobaczyć jak ta marchew potem jest wykorzystywana  reklama musiałaby pokazywać że marchew jest uprawiana w zrównoważony sposób że jedząc ją będę wiedzieć że jest to produkt zdrowy dla mojego organizmu,ecological healthy country life idyll would have to raise my confidence that the carrot is grown in a sustainable way to show how the carrot is cultivated fields village would like to see as the carrot he is used advertising would have to show that the carrot is grown in a sustainable way that eating it I know that it is this product healthy for my body
399,otoczenie składające się z elementów natury żywych kolorów chciałabym oglądając reklamę czuć się zdrowo i połączona z naturą miałaby uświadomić odbiorcom korzyści płynące z jej spożywania ukazanie pól uprawnych transportu procesu przygotowywania z niej potraw zalet w dziedzinie kosmetycznej pokazany proces uprawy potrawy z niej przygotowywane  miałaby za zadanie zwrócić uwagę na zalety jej zakupu mogłaby np zawierać sugestie w kwestii tego jak można ją spożywać,environment consisting of elements of nature vivid colors I would like watching advertising feel healthy and connected with nature would realize customers the benefits of its consumption show farmlands transport process of preparation of the dishes advantages in the field of cosmetics shown the process of growing food from her prepared would have the task to draw attention to the benefits of its purchase of such would include suggestions for how it can be eaten
400,chciałabym aby mówiono o marchwi tylko prawdę chciałabym aby reklama pokazywała jak najwięcej korzyści z jedzenia marchwi  nie mam zdania na ten temat  jej cenę i wygląd taki jaki ma na żywo że marchew jest zdrowa,"I would like to have it said of the carrot nothing but the truth, I would like to get your ad showing how much the benefits of eating carrots does not have an opinion about its price and appearance which has so live that is healthy carrots"
401,wszystko bo lubię marchew prosty  pobudzanie zmysłów prawdziwy przekaz  zdrowe odżywianie,all because I like carrots simple stimulation of the senses true message of healthy eating
402,marchew podczas zbiorow zareklamowanie korzyści płynących z jej jedzenia rolnik ja zbieral pole zachęcać do spożywania,carrots at harvest advertise the benefits of its food farmer field gathering I encourage consumption
403,zieloną trawę rolników uprawiających marchew zdrowotny wpływ marchwi na ludzki organizm scenka rodzajowa rolnicy uprawiający marchew szczęśliwa rodzina przy posiłku sięgającą po marchew do obiadu jw  zdrowa polska marchew rodzina rolnicy,green grass farmers carrot carrots health impact on the human organism genre scene carrot growers happy family with a meal after reaching carrots for dinner ditto healthy Polish carrot family farmers
404,króliki konie że marchew jest zdrowa szczęśliwe króliki które jedzą marchew i są zdrowe  łąkę ludzi którzy nie chca skrzywdzić króliczka  zdrowie dobro zwierząt,"rabbits, horses that carrot is a healthy happy that the rabbits eat carrots and meadow are healthy people who do not want to harm the health of rabbit welfare"
405,powiązanie z naturą domem bezpieczeństwem wsią  odnośnie dbania o zdrowie tło wieś natura rodzinna firma domek wieś naturę uprawę  dbanie o zdrowie bezpieczeństwo wspieranie lokalnych producentów,relationship with nature house security village about health care for nature background village house village family business growing nature of health care for the safety of supporting local producers
406,warzywo marchew zdrowe odżywianie  porównanie marchwi z niezdrową żywnością  opis właściwości odżywczych marchwi  marchew jako zamiennik niezdrowej żywności,carrots vegetable healthy eating carrots comparison with the description of unhealthy food nutritional properties of carrot carrot as a substitute for unhealthy food
407,piękny pomarańczowy kolor niebanalne dania z użyciem tego warzywa zadziałanie na zmysły ukazanie jej chrupkości i słodyczy  że to nie takie banalne warzywo pyszne zdrowe i bio  patrz odp  patrz odp  docenienie polskich warzyw polskiego produktu produktu nieprzetworzonego i bio,beautiful orange color remarkable dishes with this vegetable to affect the senses show its crispness and sweetness that is not such a trivial delicious healthy vegetable and bio see replies see replies appreciation Polish Polish vegetables and unprocessed products product bio
408,świeżą marchewką prosto z ogrodu że zdrowe produkty to te naturalne które sami wychodujemy  przekrój przez życie marchwi od ziarenka po zjedzenie jej uśmiech zdrowej rodziny zdrowy styl życia wartości rodzinne,fresh carrots straight from the garden that healthy natural products are those that we wychodujemy section through the life of carrot seeds after eating her smile healthy family lifestyle healthy family values
409,soczysty sok z marchwii jakichś pieknych wysportowanych ludzi jedzących marchew że jest zdrowa i prowadzi to zdrowia i siły witalnej może jakaś seria dynamicznych ujęć wysportowanych ludzi robiących imponujące rzeczy wysportowanych ludzi przykłady pozytywnego wpływu marchewki na ciało i zdrowie człowieka zdrowie sport odporność,juicy carrot juice with some beautiful athletic people eating a carrot that is healthy and this leads to health and vitality can a series of dynamic shots athletic people doing impressive things athletic people examples of the positive impact of carrots and body health human health resistance sports
410,ludzi jedzących marchewki pyszne dania z marchwi  marchew jest pyszna i zdrowa ludzie jedli marchew robili z niej pyszniutkie dania  uśmiechy pyszne jedzonko marchew nawoływać do dbania o zdrowie i jedzenie nieprzetworzonej żywności,people eating delicious carrot carrots carrots is a delicious and healthy people ate carrots did it pyszniutkie dishes smiles Delicious food carrots call to care for the health and eating unprocessed foods
411,naturalnie hodowane marchewki z ekologicznych upraw nie musiałyby być duże ani sztucznie upiększane ważne żeby było widać że są zdrowe i naturalne produkty rolne nie muszą wyglądać ładnie powinny być zdrowe ekologiczne i smaczne rolnik mógłby pokazać jak wygląda niepryskana sztucznymi związkami marchew w porównaniu z tą hodowaną z uwagą wyłącznie na zysk naturalne zdecydowanie nie idealne marchewki promowanie zdrowej naturalnej żywności i wsparcie małych gospodarstw rolnych niezajmujących się masową produkcją,naturally bred carrots with organic crops do not have to be big or artificially beautified important to be seen to be healthy and natural agricultural products do not have to look nice to be healthy ecological and tasty farmer could show how niepryskana artificial compounds carrots compared to that grown with care only natural for profit is definitely not ideal carrots promote a healthy and natural foods to support small farms not involved in mass production
412,skrócony przebieg produkcji proekologicznyzachęcający do zakupu krótki przejazd po polu zalety z jedzenia marchwii zachęcanie do zdrowego odżywiania,proekologicznyzachęcający shortened production process to purchase a short drive along the advantages of eating carrots to encourage healthy eating
413,marchew pola jedzenie większej ilości marchewki pokazanie jej wzrostu jak ja przygotowac naturalna marchew rodzinę na wsi zdrowe odżywianie kupowanie polskich warzyw,Carrot field eating more carrots to show her growth as I prepare for natural carrot family in the countryside eating healthy buying Polish vegetables
414,przede wszystkim marchew potrzebuje świadomości że reklamowana jest marchew a nie np usługa zbierania marchwi prosty przejrzysty osobiście pokazałbym marchew w sposób lekko humorystyczny lecz zrozumiały marchew  zdrowy tryb życia skutki jedzenia marchwi itd,"especially carrots requires awareness that is advertised carrots and not a simple collection service carrots carrots transparent personally would show in a slightly humorous but understandable carrots healthy lifestyle effects of eating carrots, etc."
415,prozdrowotne działanie marchwi zachęcający do częstszego spożywania  jasny klarowny przekaz w animowany sposób  pokaz działania jej składników na organizm  idea zdrowego stylu odżywiania,health-promoting effect of carrots to encourage more frequent consumption of bright clear message in an animated way to show the actions of its components on the body the idea of ​​a healthy diet
416,odpowiedź na pytanie dlaczego ta marchew jest tą którą powinnam mieć nie zaszkodzi jeśli w reklamie pojawi się element humorystyczny  prosty rzeczowy i konkretny coś innego niż w pozostałych reklamach puszczając wodze fantazji to np mógłby mi je polecić królik bugs lubię prostotę więc fakty o marchewkach ich cenę  wystarczy że to co jest ukazane w reklamie jest zgodne z prawdą,the answer to the question why the carrot is that we should have not hurt if your ad will show a humorous element simple factual and concrete something different than the other ads letting your imagination run wild this example would I recommend them rabbit bugs like simplicity so facts about carrots their price enough that what is shown in the ad is truthful
417,pokazywać marchewki nie takie jak na fotografii powyżej lecz takie jakie możemy sobie sami wychodować w ogródku małegrubekrzywebrudne itp propagować nieperfekcyjny wygląd marchewek aby konsumenci przyzwyczajali się do realności a nie idealizacji prawdziwy rolnik mógłby pokazać jak wyglada faktyczna produkcja marchewek ważne aby reklama nie pokazywała wyidealizowanego procesu ale realna sytuacje reklama mogłaby przedstawiać jak duża wartość ma jedzenie odpowiedniej ilości warzyw,"show the carrots do not like the photograph above, but such as are we ourselves grow a gardening małegrubekrzywebrudne etc. promote nieperfekcyjny appearance of carrots to consumers accustomed to the reality and not the idealization of a real farmer would have to show how it looks actual production of carrots important that your ad is not showing an idealized process but real ad situations could represent a high value of a food according to the number of vegetables"
